STT,ID_img,ppm,note
38,hPSUY_ngochanpham274@gmail.com_2024-11-29 11_58_02_NO2_10ppm_003_samsung test_10.8768544_106.6782314.jpg,10,003_samsung test_10.8768544_106.6782314.jpg
39,hRfCK_ngochanpham274@gmail.com_2024-11-29 11_45_44_NO2_2ppm_003_samsung test_10.8768361_106.6782434.jpg,2,003_samsung test_10.8768361_106.6782434.jpg
40,J0dU8_ngochanpham274@gmail.com_2024-11-29 11_48_27_NO2_4ppm_003_samsung test_10.8768361_106.6782434.jpg,4,003_samsung test_10.8768361_106.6782434.jpg
41,JbLgS_ngochanpham274@gmail.com_2024-11-29 11_34_12_NO2_0.6ppm_003_samsung test_10.876833_106.6782313.jpg,0.6,003_samsung test_10.876833_106.6782313.jpg
42,jCCOz_ngochanpham274@gmail.com_2024-11-29 11_55_26_NO2_8ppm_003_samsung test_10.8768544_106.6782314.jpg,8,003_samsung test_10.8768544_106.6782314.jpg
43,jJSFh_ngochanpham274@gmail.com_2024-11-29 11_43_08_NO2_1ppm_001_samsung test_10.8768361_106.6782434.jpg,1,001_samsung test_10.8768361_106.6782434.jpg
44,Kb8G6_ngochanpham274@gmail.com_2024-11-29 11_16_11_NO2_0.075ppm_003_samsung test_10.8768629_106.6782381.jpg,0.075,003_samsung test_10.8768629_106.6782381.jpg
45,l63R8_ngochanpham274@gmail.com_2024-11-29 11_37_29_NO2_0.8ppm_003_samsung test_10.876833_106.6782313.jpg,0.8,003_samsung test_10.876833_106.6782313.jpg
46,lKzAk_ngochanpham274@gmail.com_2024-11-29 11_22_36_NO2_0.1ppm_003_samsung test_10.8768629_106.6782381.jpg,0.1,003_samsung test_10.8768629_106.6782381.jpg
47,LLJ4P_ngochanpham274@gmail.com_2024-11-29 11_06_46_NO2_0.04ppm_003_samsung test_10.8768398_106.6782302.jpg,0.04,003_samsung test_10.8768398_106.6782302.jpg
48,lmETB_ngochanpham274@gmail.com_2024-11-29 11_55_24_NO2_8ppm_002_samsung test_10.8768544_106.6782314.jpg,8,002_samsung test_10.8768544_106.6782314.jpg
49,lwnmi_ngochanpham274@gmail.com_2024-11-29 11_56_16_NO2_9ppm_002_samsung test_10.8768544_106.6782314.jpg,9,002_samsung test_10.8768544_106.6782314.jpg
50,LZcQs_ngochanpham274@gmail.com_2024-11-29 11_22_31_NO2_0.1ppm_001_samsung test_10.8768629_106.6782381.jpg,0.1,001_samsung test_10.8768629_106.6782381.jpg
51,mABBS_ngochanpham274@gmail.com_2024-11-29 11_01_15_NO2_0.02ppm_002_samsung test_10.8768398_106.6782302.jpg,0.02,002_samsung test_10.8768398_106.6782302.jpg
52,mVR5f_ngochanpham274@gmail.com_2024-11-29 11_54_22_NO2_7.5ppm_002_samsung test_10.8768544_106.6782314.jpg,7.5,002_samsung test_10.8768544_106.6782314.jpg
53,n5fqq_ngochanpham274@gmail.com_2024-11-29 11_21_23_NO2_0.09ppm_003_samsung test_10.8768629_106.6782381.jpg,0.09,003_samsung test_10.8768629_106.6782381.jpg
54,NC4GF_ngochanpham274@gmail.com_2024-11-29 11_04_08_NO2_0.025ppm_003_samsung test_10.8768398_106.6782302.jpg,0.025,003_samsung test_10.8768398_106.6782302.jpg
55,nEyre_ngochanpham274@gmail.com_2024-11-29 11_57_23_NO2_10ppm_001_samsung test_10.8768544_106.6782314.jpg,10,001_samsung test_10.8768544_106.6782314.jpg
56,nHX7H_ngochanpham274@gmail.com_2024-11-29 11_46_50_NO2_2.5ppm_001_samsung test_10.8768361_106.6782434.jpg,2.5,001_samsung test_10.8768361_106.6782434.jpg
57,nOuj4_ngochanpham274@gmail.com_2024-11-29 11_02_54_NO2_0.025ppm_0001_samsung test_10.8768398_106.6782302.jpg,0.025,0001_samsung test_10.8768398_106.6782302.jpg
58,NV2CM_ngochanpham274@gmail.com_2024-11-29 11_31_48_NO2_0.5ppm_003_samsung test_10.876833_106.6782313.jpg,0.5,003_samsung test_10.876833_106.6782313.jpg
59,nxNl8_ngochanpham274@gmail.com_2024-11-29 11_54_49_NO2_8ppm_001_samsung test_10.8768544_106.6782314.jpg,8,001_samsung test_10.8768544_106.6782314.jpg
60,oe2Xk_ngochanpham274@gmail.com_2024-11-29 11_54_24_NO2_7.5ppm_003_samsung test_10.8768544_106.6782314.jpg,7.5,003_samsung test_10.8768544_106.6782314.jpg
61,OrSrK_ngochanpham274@gmail.com_2024-11-29 11_09_52_NO2_0.06ppm_001_samsung test_10.8768398_106.6782302.jpg,0.06,001_samsung test_10.8768398_106.6782302.jpg
62,PKSZD_ngochanpham274@gmail.com_2024-11-29 10_59_40_NO2_0.01ppm_003_samsung test_10.8768398_106.6782302.jpg,0.01,003_samsung test_10.8768398_106.6782302.jpg
63,pwiVx_ngochanpham274@gmail.com_2024-11-29 11_49_15_NO2_4ppm_002_samsung test_10.8768361_106.6782434.jpg,4,002_samsung test_10.8768361_106.6782434.jpg
64,QfHHq_ngochanpham274@gmail.com_2024-11-29 11_00_41_NO2_0.02ppm_001_samsung test_10.8768398_106.6782302.jpg,0.02,001_samsung test_10.8768398_106.6782302.jpg
65,QkfPm_ngochanpham274@gmail.com_2024-11-29 11_30_38_NO2_0.5ppm_001_samsung test_10.876833_106.6782313.jpg,0.5,001_samsung test_10.876833_106.6782313.jpg
66,qPTPh_ngochanpham274@gmail.com_2024-11-29 11_53_23_NO2_7.5ppm_001_samsung test_10.8768544_106.6782314.jpg,7.5,001_samsung test_10.8768544_106.6782314.jpg
67,QVynp_ngochanpham274@gmail.com_2024-11-29 11_24_57_NO2_0.25ppm_001_samsung test_10.8768629_106.6782381.jpg,0.25,001_samsung test_10.8768629_106.6782381.jpg
68,R65jc_ngochanpham274@gmail.com_2024-11-29 11_57_13_NO2_9ppm_003_samsung test_10.8768544_106.6782314.jpg,9,003_samsung test_10.8768544_106.6782314.jpg
69,SnUbf_ngochanpham274@gmail.com_2024-11-29 11_48_15_NO2_4ppm_001_samsung test_10.8768361_106.6782434.jpg,4,001_samsung test_10.8768361_106.6782434.jpg
70,sshD8_ngochanpham274@gmail.com_2024-11-29 11_24_14_NO2_0.2ppm_003_samsung test_10.8768629_106.6782381.jpg,0.2,003_samsung test_10.8768629_106.6782381.jpg
71,su840_ngochanpham274@gmail.com_2024-11-29 11_34_56_NO2_0.75ppm_001_samsung test_10.876833_106.6782313.jpg,0.75,001_samsung test_10.876833_106.6782313.jpg
72,t95dK_ngochanpham274@gmail.com_2024-11-29 11_28_21_NO2_0.25ppm_003_samsung test_10.876833_106.6782313.jpg,0.25,003_samsung test_10.876833_106.6782313.jpg
73,TbuFB_ngochanpham274@gmail.com_2024-11-29 11_46_44_NO2_2.5ppm_003_samsung test_10.8768361_106.6782434.jpg,2.5,003_samsung test_10.8768361_106.6782434.jpg
74,Tfnd7_ngochanpham274@gmail.com_2024-11-29 11_07_59_NO2_0.05ppm_003_samsung test_10.8768398_106.6782302.jpg,0.05,003_samsung test_10.8768398_106.6782302.jpg
75,tN5G6_ngochanpham274@gmail.com_2024-11-29 11_05_34_NO2_0.04ppm_002_samsung test_10.8768398_106.6782302.jpg,0.04,002_samsung test_10.8768398_106.6782302.jpg
76,TQIF8_ngochanpham274@gmail.com_2024-11-29 11_49_21_NO2_5ppm_002_samsung test_10.8768361_106.6782434.jpg,5,002_samsung test_10.8768361_106.6782434.jpg
77,trzyg_ngochanpham274@gmail.com_2024-11-29 11_13_32_NO2_0.0675ppm_002_samsung test_10.8768629_106.6782381.jpg,0.0675,002_samsung test_10.8768629_106.6782381.jpg
78,ubDt3_ngochanpham274@gmail.com_2024-11-29 11_35_39_NO2_0.75ppm_003_samsung test_10.876833_106.6782313.jpg,0.75,003_samsung test_10.876833_106.6782313.jpg
79,ucg10_ngochanpham274@gmail.com_2024-11-29 11_20_18_NO2_0.09ppm_002_samsung test_10.8768629_106.6782381.jpg,0.09,002_samsung test_10.8768629_106.6782381.jpg
80,UyT7B_ngochanpham274@gmail.com_2024-11-29 11_43_41_NO2_1ppm_003_samsung test_10.8768361_106.6782434.jpg,1,003_samsung test_10.8768361_106.6782434.jpg
81,vimTi_ngochanpham274@gmail.com_2024-11-29 11_19_06_NO2_0.08ppm_002_samsung test_10.8768629_106.6782381.jpg,0.08,002_samsung test_10.8768629_106.6782381.jpg
82,w8znC_ngochanpham274@gmail.com_2024-11-29 11_44_25_NO2_2ppm_001_samsung test_10.8768361_106.6782434.jpg,2,001_samsung test_10.8768361_106.6782434.jpg
83,XcGTS_ngochanpham274@gmail.com_2024-11-29 11_14_10_NO2_0.0675ppm_001_samsung test_10.8768629_106.6782381.jpg,0.0675,001_samsung test_10.8768629_106.6782381.jpg
84,xxnDL_ngochanpham274@gmail.com_2024-11-29 11_46_56_NO2_2ppm_002_samsung test_10.8768361_106.6782434.jpg,2,002_samsung test_10.8768361_106.6782434.jpg
85,yTfJd_ngochanpham274@gmail.com_2024-11-29 11_12_12_NO2_0.06ppm_002_samsung test_10.8768629_106.6782381.jpg,0.06,002_samsung test_10.8768629_106.6782381.jpg
86,yz1wf_ngochanpham274@gmail.com_2024-11-29 11_01_41_NO2_0.02ppm_003_samsung test_10.8768398_106.6782302.jpg,0.02,003_samsung test_10.8768398_106.6782302.jpg
87,Z60LV_ngochanpham274@gmail.com_2024-11-29 11_09_58_NO2_0.06ppm_002_samsung test_10.8768398_106.6782302.jpg,0.06,002_samsung test_10.8768398_106.6782302.jpg
