STT,ID_img,ppm,note
85,"nW8gw_ngochanpham274@gmail.com_2024-11-19 15_51_31_NH3_0,6ppm_001_xiaomi test__.jpg",0.6,001_xiaomi test__.jpg
86,"oCgEQ_ngochanpham274@gmail.com_2024-11-19 15_34_49_NH3_0,04ppm_001_xiaomi test_10.8768275_106.6782714.jpg",0.04,001_xiaomi test_10.8768275_106.6782714.jpg
87,"Oh5N0_ngochanpham274@gmail.com_2024-11-19 15_30_42_NH3_0,025ppm_003_xiaomi test_10.8768275_106.6782714.jpg",0.025,003_xiaomi test_10.8768275_106.6782714.jpg
89,oycZX_ngochanpham274@gmail.com_2024-11-19 15_59_45_NH3_2ppm_001_xiaomi test__.jpg,2,001_xiaomi test__.jpg
92,pMakb_ngochanpham274@gmail.com_2024-11-19 15_57_54_NH3_1ppm_001_xiaomi test__.jpg,1,001_xiaomi test__.jpg
95,"Px5bJ_ngochanpham274@gmail.com_2024-11-19 15_48_05_NH3_0,2ppm_003_xiaomi test__.jpg",0.2,003_xiaomi test__.jpg
101,"qZVOX_ngochanpham274@gmail.com_2024-11-19 15_42_52_NH3_0,09ppm_001_xiaomi test_10.8768275_106.6782714.jpg",0.09,001_xiaomi test_10.8768275_106.6782714.jpg
102,"r7utX_ngochanpham274@gmail.com_2024-11-19 15_50_00_NH3_0,4ppm_002_xiaomi test__.jpg",0.4,002_xiaomi test__.jpg
103,"rIqG3_ngochanpham274@gmail.com_2024-11-19 15_53_48_NH3_0,75ppm_002_xiaomi test__.jpg",0.75,002_xiaomi test__.jpg
104,rkHDr_ngochanpham274@gmail.com_2024-11-19 16_03_08_NH3_4ppm_003_xiaomi test__.jpg,4,003_xiaomi test__.jpg
107,"sCXEo_ngochanpham274@gmail.com_2024-11-19 15_35_39_NH3_0,04ppm_003_xiaomi test_10.8768275_106.6782714.jpg",0.04,003_xiaomi test_10.8768275_106.6782714.jpg
108,SkYxa_ngochanpham274@gmail.com_2024-11-19 16_06_04_NH3_5ppm_003_xiaomi test__.jpg,5,003_xiaomi test__.jpg
109,"thd10_ngochanpham274@gmail.com_2024-11-19 15_28_13_NH3_0,01ppm_003_xiaomi test_10.8768275_106.6782714.jpg",0.01,003_xiaomi test_10.8768275_106.6782714.jpg
113,"uCY4p_ngochanpham274@gmail.com_2024-11-19 15_41_11_NH3_0,075ppm_003_xiaomi test_10.8768275_106.6782714.jpg",0.075,003_xiaomi test_10.8768275_106.6782714.jpg
114,"ufGAk_ngochanpham274@gmail.com_2024-11-19 15_49_34_NH3_0,4ppm_001_xiaomi test__.jpg",0.4,001_xiaomi test__.jpg
115,uzhFt_ngochanpham274@gmail.com_2024-11-19 15_58_17_NH3_1ppm_002_xiaomi test__.jpg,1,002_xiaomi test__.jpg
119,"vTGfj_ngochanpham274@gmail.com_2024-11-19 15_45_37_NH3_0,2ppm_001_xiaomi test_10.8768275_106.6782714.jpg",0.2,001_xiaomi test_10.8768275_106.6782714.jpg
120,"vUTmb_ngochanpham274@gmail.com_2024-11-19 15_40_52_NH3_0,075ppm_002_xiaomi test_10.8768275_106.6782714.jpg",0.075,002_xiaomi test_10.8768275_106.6782714.jpg
122,"wa41q_ngochanpham274@gmail.com_2024-11-19 15_43_48_NH3_0,09ppm_003_xiaomi test_10.8768275_106.6782714.jpg",0.09,003_xiaomi test_10.8768275_106.6782714.jpg
124,"WjQox_ngochanpham274@gmail.com_2024-11-19 15_35_12_NH3_0,04ppm_002_xiaomi test_10.8768275_106.6782714.jpg",0.04,002_xiaomi test_10.8768275_106.6782714.jpg
130,xgKdi_ngochanpham274@gmail.com_2024-11-19 16_00_07_NH3_2ppm_002_xiaomi test__.jpg,2,002_xiaomi test__.jpg
132,"xuFDF_ngochanpham274@gmail.com_2024-11-19 15_30_15_NH3_0,025ppm_002_xiaomi test_10.8768275_106.6782714.jpg",0.025,002_xiaomi test_10.8768275_106.6782714.jpg
136,YAslE_ngochanpham274@gmail.com_2024-11-19 16_12_18_NH3_10ppm_002_xiaomi test__.jpg,10,002_xiaomi test__.jpg
139,yG8uG_ngochanpham274@gmail.com_2024-11-19 16_06_57_NH3_6ppm_001_xiaomi test__.jpg,6,001_xiaomi test__.jpg
140,Zkwtz_ngochanpham274@gmail.com_2024-11-19 16_07_35_NH3_6ppm_003_xiaomi test__.jpg,6,003_xiaomi test__.jpg
143,zQojq_ngochanpham274@gmail.com_2024-11-19 16_05_01_NH3_5ppm_003_xiaomi test__.jpg,5,003_xiaomi test__.jpg
